path,genre_gt,clip_type,duration_s,ok
/scratch/mk9649/repos/essentia_genre_test/data/audio/techno/oneshot/0181__Melodic_Oneshots__TWHS_HGE1_SYNTHSHOT_19_140BPM.wav,techno,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/techno/oneshot/0182__Drum_Oneshots__TWHS_HGE1_OPEN_HAT_13.wav,techno,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/techno/oneshot/0183__Drum_Oneshots__TWHS_HGE1_REV_CRASH_19_145BPM.wav,techno,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/techno/oneshot/0184__Drum_Oneshots__TWHS_HGE1_REV_CRASH_02_144BPM.wav,techno,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/techno/oneshot/0185__Drum_Oneshots__TWHS_HGE1_CLAP_15.wav,techno,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/techno/oneshot/0186__Melodic_Oneshots__TWHS_HGE1_RAVESTAB_05_D#.wav,techno,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/techno/oneshot/0187__Drum_Oneshots__TWHS_HGE1_PERC_16.wav,techno,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/techno/oneshot/0188__Drum_Oneshots__TWHS_HGE1_CLOSED_HAT_01.wav,techno,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/techno/oneshot/0189__Drum_Oneshots__TWHS_HGE1_CLOSED_HAT_02.wav,techno,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/techno/oneshot/0190__Drum_Oneshots__TWHS_HGE1_KICK_15.wav,techno,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/techno/oneshot/0191__Drum_Oneshots__TWHS_HGE1_CLAP_18.wav,techno,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/techno/oneshot/0192__Drum_Oneshots__TWHS_HGE1_PERC_07.wav,techno,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/techno/oneshot/0193__Drum_Oneshots__TWHS_HGE1_CLOSED_HAT_13.wav,techno,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/techno/oneshot/0194__Melodic_Oneshots__TWHS_HGE1_CHANT_17_140BPM.wav,techno,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/techno/oneshot/0195__Drum_Oneshots__TWHS_HGE1_KICK_12.wav,techno,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/techno/oneshot/0196__Drum_Oneshots__TWHS_HGE1_PERC_11.wav,techno,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/techno/oneshot/0197__Drum_Oneshots__TWHS_HGE1_CRASH_03_144BPM.wav,techno,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/techno/oneshot/0198__Melodic_Oneshots__TWHS_HGE1_SYNTHSHOT_11_140BPM_G#m.wav,techno,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/techno/oneshot/0199__Melodic_Oneshots__TWHS_HGE1_SYNTHSHOT_12_140BPM_Cm.wav,techno,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0200__Top_Loops__KLR1_174_Shakerloop_01 [2024-10-31 171802]-1.wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0201__Piano_Rhodes_Music_Loops__KLR1_E_174_Musicloop_28_(E-F-A).wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0202__Pad_Loops__KLR1_C_174_Padloop_04_(D#-F#-B-C#).wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0203__Bass_Loops__KLR1_G#_174_Bassloop_60_(G#-D#-A#-B-A#).wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0204__Top_Loops__KLR1_174_Toploop_03.wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0205__Piano_Rhodes_Music_Loops__KLR1_B_174_Musicloop_10_(B-F#-D#-E).wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0206__Synth_Loops__KLR1_F#_174 _Musicloop_26_(F#-A).wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0207__Synth_Loops__KLR1_E_174_Musicloop_16_(E-D).wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0208__Synth_Loops__KLR1_C_174_Musicloop_05_(C-G).wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0209__Bass_Loops__KLR1_F_174_Bassloop_47.wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0210__Synth_Loops__KLR1_D_174_Musicloop_12_(D-A).wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0211__Drum_Loops__KLR1_174_Drumloop_19.wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0212__Drum_Loops__KLR1_174_Drumloop_42.wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0213__Synth_Loops__KLR1_A_174_Musicloop_01_(A-D-C).wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0214__Piano_Rhodes_Music_Loops__KLR1_F_174_Musicloop_37.wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0215__Drum_Loops__KLR1_174_Drumloop_35.wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0216__Pad_Loops__KLR1_D_174_Padloop_09_(D-F#-B).wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0217__Piano_Rhodes_Music_Loops__KLR1_A_174_Musicloop_04_(A-A#-F-D).wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0218__Pad_Loops__KLR1_E_174_Padloop_12_(C-C#-D-D#-E-B-C-B).wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0219__Bass_Loops__KLR1_D_174_Bassloop_27.wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0220__Drum_Loops__KLR1_174_Drumloop_03.wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0221__Bass_Loops__KLR1_G_174_Bassloop_55_(G-F-D).wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0222__Bass_Loops__KLR1_C#_174_Bassloop_20.wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0223__Drum_Loops__KLR1_174_Drumloop_26.wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0224__Bass_Loops__KLR1_A_174_Bassloop_06.wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0225__Piano_Rhodes_Music_Loops__KLR1_D_174_Musicloop_21.wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0226__Piano_Rhodes_Music_Loops__KLR1_C#_174_Musicloop_16.wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0227__Bass_Loops__KLR1_G_174_Bassloop_56.wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0228__Top_Loops__KLR1_174_Rideloop_09.wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0229__Bass_Loops__KLR1_G_174_Bassloop_54_(G-F-D).wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0230__Bass_Loops__KLR1_A_174_Bassloop_02_(A-D).wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0231__Bass_Loops__KLR1_C_174_Bassloop_16.wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0232__Synth_Loops__KLR1_D_174_Musicloop_11.wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0233__Piano_Rhodes_Music_Loops__KLR1_F#_174_Musicloop_40.wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0234__Bass_Loops__KLR1_C#_174_Bassloop_19_(C#-G#-A#-F#).wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0235__Top_Loops__KLR1_174_Rideloop_07.wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0236__Bass_Loops__KLR1_C#_174_Bassloop_21.wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0237__Bass_Loops__KLR1_A_174_Bassloop_09.wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0238__Drum_Loops__KLR1_174_Drumloop_24.wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0239__Top_Loops__KLR1_174_Rideloop_03.wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0240__Piano_Rhodes_Music_Loops__KLR1_A_174_Musicloop_03_(A-A#-F-D).wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0241__Bass_Loops__KLR1_G_174_Bassloop_58_(G-C-A#).wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0242__Drum_Loops__KLR1_174_Drumloop_11.wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0243__Top_Loops__KLR1_174_Shakerloop_09.wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0244__Pad_Loops__KLR1_G#_174_Padloop_25_(G#-F#-C#).wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0245__Top_Loops__KLR1_174_Toploop_09.wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0246__Top_Loops__KLR1_174_Toploop_07.wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0247__Bass_Loops__KLR1_E_174_Bassloop_34.wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0248__Synth_Loops__KLR1_E_174_Musicloop_15_(E-B-A).wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/loop/0249__Piano_Rhodes_Music_Loops__KLR1_D#_174_Musicloop_23.wav,dnb,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0250__One_Shots__KLR1_D_Rhodes_Hit_23.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0251__One_Shots__KLR1_Kick_32.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0252__One_Shots__KLR1_Hat_Closed_13.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0253__One_Shots__KLR1_Clap_09.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0254__One_Shots__KLR1_F_Synth_Hit_30.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0255__One_Shots__KLR1_Snare_04.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0256__One_Shots__KLR1_Kick_15.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0257__One_Shots__KLR1_G_Basshit_49.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0258__One_Shots__KLR1_E_Basshit_25.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0259__One_Shots__KLR1_C_Synth_Hit_23.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0260__One_Shots__KLR1_G#_Piano_Hit_50.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0261__One_Shots__KLR1_Kick_21.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0262__One_Shots__KLR1_Kick_01.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0263__One_Shots__KLR1_Kick_19.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0264__One_Shots__KLR1_Kick_16.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0265__One_Shots__KLR1_Kick_30.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0266__One_Shots__KLR1_Snare_19.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0267__One_Shots__KLR1_Perc_15.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0268__One_Shots__KLR1_C_Basshit_14.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0269__One_Shots__KLR1_Perc_01.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0270__One_Shots__KLR1_F_Rhodes_Hit_44.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0271__One_Shots__KLR1_F_Piano_Hit_42.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0272__One_Shots__KLR1_E_Basshit_26.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0273__One_Shots__KLR1_C_Basshit_16.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0274__One_Shots__KLR1_Kick_14.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0275__One_Shots__KLR1_C_Synth_Hit_14.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0276__One_Shots__KLR1_Hat_Open_07.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0277__One_Shots__KLR1_Snare_02.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0278__One_Shots__KLR1_Snare_18.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0279__One_Shots__KLR1_E_Basshit_28.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0280__One_Shots__KLR1_Hat_Closed_14.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0281__One_Shots__KLR1_G_Basshit_50.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0282__One_Shots__KLR1_D_Synth_Hit_24.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0283__One_Shots__KLR1_C_Piano_Hit_13.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0284__One_Shots__KLR1_Kick_25.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0285__One_Shots__KLR1_F#_Basshit_44.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0286__One_Shots__KLR1_C_Synth_Hit_18.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0287__One_Shots__KLR1_G_Basshit_47.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0288__One_Shots__KLR1_Hat_Closed_22.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0289__One_Shots__KLR1_Kick_29.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0290__One_Shots__KLR1_C_Synth_Hit_01.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0291__One_Shots__KLR1_D_Basshit_20.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0292__One_Shots__KLR1_Kick_24.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0293__One_Shots__KLR1_D_Synth_Hit_26.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0294__One_Shots__KLR1_C_Piano_Hit_16.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0295__One_Shots__KLR1_C_Synth_Hit_09.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0296__One_Shots__KLR1_C_Basshit_13.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0297__One_Shots__KLR1_F_Piano_Hit_43.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0298__One_Shots__KLR1_C_Piano_Hit_14.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/dnb/oneshot/0299__One_Shots__KLR1_C_Basshit_04.wav,dnb,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0300__GS_ODS_Drum_Loops__GS_ODS_140_Drums_05_Full_V1.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0301__GS_ODS_Melodic_Combi_Loops__GS_ODS_140_G#_Melodic_Combi_Synth_Bass.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0302__GS_ODS_Hat_Loops__GS_ODS_140_Hat_06_V1.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0303__GS_ODS_Synth_Loops__GS_ODS_140_G#_Synth_Pad_V1.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0304__GS_ODS_Top_Loops__GS_ODS_140_Top_01_V1.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0305__GS_ODS_Top_Loops__GS_ODS_138_Top.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0306__GS_ODS_Melodic_Combi_Loops__GS_ODS_140_Em_Melodic_Combi_Synth_Bass_V1.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0307__GS_ODS_Synth_Loops__GS_ODS_140_Fm_Synth_Pad_02.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0308__GS_ODS_Drum_Loops__GS_ODS_137_Drums_Full_V1.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0309__GS_ODS_Top_Loops__GS_ODS_141_Top.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0310__GS_ODS_Synth_Loops__GS_ODS_140_Fm_Synth_Arp.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0311__GS_ODS_Bass_Loops__GS_ODS_137_G#m_SynthBass.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0312__GS_ODS_Melodic_Combi_Loops__GS_ODS_138_Dm_Melodic_Combi_Synth_Bass_V2.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0313__GS_ODS_Hat_Loops__GS_ODS_140_Hat_01_V1.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0314__GS_ODS_Synth_Loops__GS_ODS_145_G#m_Synth_Arp_V1.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0315__GS_ODS_Synth_Loops__GS_ODS_140_Fm_Synth_Pad_01_V1.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0316__GS_ODS_Top_Loops__GS_ODS_137_Top_V2.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0317__GS_ODS_Melodic_Combi_Loops__GS_ODS_140_Fm_Melodic_Combi_Synth_Bass_02_V1.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0318__GS_ODS_Hat_Loops__GS_ODS_140_Hat_02_V2.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0319__GS_ODS_Top_Loops__GS_ODS_140_Top_05_V1.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0320__GS_ODS_Synth_Loops__GS_ODS_138_Dm_Synth_Piano_V2.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0321__GS_ODS_Synth_Loops__GS_ODS_140_E_Synth_Pad_V1.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0322__GS_ODS_Top_Loops__GS_ODS_137_Top_V1.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0323__GS_ODS_Mixed_Percussion_Loops__GS_ODS_141_Mixed_Perc.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0324__GS_ODS_Synth_Loops__GS_ODS_137_G#m_Synth_Strings.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0325__GS_ODS_Synth_Loops__GS_ODS_140_C#m_Synth_Lead_V1.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0326__GS_ODS_Melodic_Combi_Loops__GS_ODS_140_Gm_Melodic_Combi_Synth_Bass_V3.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0327__GS_ODS_Drum_Loops__GS_ODS_140_Drums_01_Full_V2.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0328__GS_ODS_Drum_Loops__GS_ODS_140_Drums_05_Full_V2.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0329__GS_ODS_Hat_Loops__GS_ODS_140_Hat_03_V1.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0330__GS_ODS_Drum_Loops__GS_ODS_141_Drums_Full.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0331__GS_ODS_Bass_Loops__GS_ODS_140_Em_SynthBass_V2.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0332__GS_ODS_Stripped_Drum_Loops__GS_ODS_138_Drums_Stripped.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0333__GS_ODS_Synth_Loops__GS_ODS_140_Em_Synth_Pad_V1.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0334__GS_ODS_Mixed_Percussion_Loops__GS_ODS_140_Mixed_01_Perc.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0335__GS_ODS_Synth_Loops__GS_ODS_140_G#m_Synth_Pad.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0336__GS_ODS_Synth_Loops__GS_ODS_140_Em_Synth_Pad_V2.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0337__GS_ODS_Hat_Loops__GS_ODS_140_Hat_05_V1.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0338__GS_ODS_Top_Loops__GS_ODS_140_Top_04.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0339__GS_ODS_Bass_Loops__GS_ODS_140_Em_SynthBass_V1.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0340__GS_ODS_Synth_Loops__GS_ODS_140_G#_Synth_Pad_V2.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0341__GS_ODS_Melodic_Combi_Loops__GS_ODS_140_Gm_Melodic_Combi_Synth_Bass_V2.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0342__GS_ODS_Melodic_Combi_Loops__GS_ODS_141_C#m_Melodic_Combi_Synth_Bass_V3.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0343__GS_ODS_Melodic_Combi_Loops__GS_ODS_145_G#m_Melodic_Combi_Synth_Bass_V3.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0344__GS_ODS_Drum_Loops__GS_ODS_140_Drums_03_Full_V1.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0345__GS_ODS_Synth_Loops__GS_ODS_140_Fm_Synth_Lead.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0346__GS_ODS_Melodic_Combi_Loops__GS_ODS_145_G#m_Melodic_Combi_Synth_Bass_V1.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0347__GS_ODS_Bass_Loops__GS_ODS_140_G#_SynthBass_V2.wav,garage_dubstep,loop,,1
