zip_name,genre,clip_type,subfolder
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Synth & Music Loops/SM_SC_128_Cm_Percy_Synth.wav,house,loop,Synth & Music Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Synth & Music Loops/SM_SC_128_F#_Randomer_Synth.wav,house,loop,Synth & Music Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Synth & Music Loops/SM_SC_128_Gm_Benji_Synth.wav,house,loop,Synth & Music Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Synth & Music Loops/SM_SC_129_Cm_Assid_Synth.wav,house,loop,Synth & Music Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Synth & Music Loops/SM_SC_128_Gm_Fatma_Synth.wav,house,loop,Synth & Music Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Synth & Music Loops/SM_SC_126_Fm_Trever_Synth.wav,house,loop,Synth & Music Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Synth & Music Loops/SM_SC_127_Gmi_Prophie_Synth.wav,house,loop,Synth & Music Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Synth & Music Loops/SM_SC_128_Gm_Bionic_Synth.wav,house,loop,Synth & Music Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Synth & Music Loops/SM_SC_127_Em_Gaterade_Synth.wav,house,loop,Synth & Music Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Synth & Music Loops/SM_SC_127_Em_Cella_Synth.wav,house,loop,Synth & Music Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Synth & Music Loops/SM_SC_128_Am_Stringer_Synth.wav,house,loop,Synth & Music Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Synth & Music Loops/SM_SC_128_Gm_Splinter_Synth.wav,house,loop,Synth & Music Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Synth & Music Loops/SM_SC_128_Gm_Sirene_Synth.wav,house,loop,Synth & Music Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Synth & Music Loops/SM_SC_127_Cmaj_Modul_Synth.wav,house,loop,Synth & Music Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Synth & Music Loops/SM_SC_126_Cm_Piona_Synth.wav,house,loop,Synth & Music Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Synth & Music Loops/SM_SC_127_Gmaj_Credit_Synth.wav,house,loop,Synth & Music Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Synth & Music Loops/SM_SC_127_Gmaj_Transport_Synth.wav,house,loop,Synth & Music Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Synth & Music Loops/SM_SC_128_F#_Plucker_Synth.wav,house,loop,Synth & Music Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Synth & Music Loops/SM_SC_127_Gm_Single_Synth.wav,house,loop,Synth & Music Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Synth & Music Loops/SM_SC_127_Gm_Pastel_Synth.wav,house,loop,Synth & Music Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Synth & Music Loops/SM_SC_126_Cm_Flipp_Synth.wav,house,loop,Synth & Music Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Synth & Music Loops/SM_SC_127_Cm_Fresh_Synth.wav,house,loop,Synth & Music Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Synth & Music Loops/SM_SC_128_F#_Macaron_Synth.wav,house,loop,Synth & Music Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Synth & Music Loops/SM_SC_128_Cm_Ritmo_Synth.wav,house,loop,Synth & Music Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Synth & Music Loops/SM_SC_128_F#_Hefto_Synth.wav,house,loop,Synth & Music Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Synth & Music Loops/SM_SC_128_Gm_Morris_Synth.wav,house,loop,Synth & Music Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Synth & Music Loops/SM_SC_127_Em_Skinny_Synth.wav,house,loop,Synth & Music Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Synth & Music Loops/SM_SC_128_Gm_Fade_Synth.wav,house,loop,Synth & Music Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Synth & Music Loops/SM_SC_127_Gm_Belem_Synth.wav,house,loop,Synth & Music Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Synth & Music Loops/SM_SC_127_Cm_Jupita_Synth.wav,house,loop,Synth & Music Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Synth & Music Loops/SM_SC_127_Gm_Duplo_Synth.wav,house,loop,Synth & Music Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Bass Loops/SM_SC_127_Em_Jamo_Bass.wav,house,loop,Bass Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Bass Loops/SM_SC_127_Gm_Caparica_Bass.wav,house,loop,Bass Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Bass Loops/SM_SC_123_Fm_Amp_Bass.wav,house,loop,Bass Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Bass Loops/SM_SC_129_Am_Knarz_Bass.wav,house,loop,Bass Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Bass Loops/SM_SC_127_D#_Clipper_Bass.wav,house,loop,Bass Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Bass Loops/SM_SC_128_Cm_Off_Bass.wav,house,loop,Bass Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Bass Loops/SM_SC_125_F#_Pioneer_Bass.wav,house,loop,Bass Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Bass Loops/SM_SC_127_Em_Walker_Bass.wav,house,loop,Bass Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Bass Loops/SM_SC_126_Fm_Grain_Bass.wav,house,loop,Bass Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Bass Loops/SM_SC_128_Gm_Frontline_Bass.wav,house,loop,Bass Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Bass Loops/SM_SC_127_Cmaj_Driver_Bass.wav,house,loop,Bass Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Bass Loops/SM_SC_128_Fm_Youkei_Bass.wav,house,loop,Bass Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Bass Loops/SM_SC_128_Am_Woofy_Bass.wav,house,loop,Bass Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Bass Loops/SM_SC_127_Am_Katapult_Bass.wav,house,loop,Bass Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Bass Loops/SM_SC_127_Gmaj_Gluff_Bass.wav,house,loop,Bass Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Bass Loops/SM_SC_128_Em_Theory_Bass.wav,house,loop,Bass Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Bass Loops/SM_SC_126_Gm_Saved_Bass.wav,house,loop,Bass Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Bass Loops/SM_SC_128_Am_Escal_Bass.wav,house,loop,Bass Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Bass Loops/SM_SC_128_Gm_Smoog_Bass.wav,house,loop,Bass Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Bass Loops/SM_SC_128_F#_Squarepants_Bass.wav,house,loop,Bass Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Bass Loops/SM_SC_128_Gm_Fragment_Bass.wav,house,loop,Bass Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Bass Loops/SM_SC_127_Gmaj_Curve_Bass.wav,house,loop,Bass Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Bass Loops/SM_SC_126_Cm_Urban_Bass.wav,house,loop,Bass Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Bass Loops/SM_SC_128_Gm_Danger_Bass.wav,house,loop,Bass Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Bass Loops/SM_SC_125_Fm_Organu_Bass.wav,house,loop,Bass Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Bass Loops/SM_SC_125_Am_Tosh_Bass.wav,house,loop,Bass Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Bass Loops/SM_SC_128_Cm_Fool_Bass.wav,house,loop,Bass Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Bass Loops/SM_SC_130_F#_Subzero_Bass.wav,house,loop,Bass Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Bass Loops/SM_SC_127_Am_Forever_Bass.wav,house,loop,Bass Loops
SMALL_SAMPLES/house_Sample Market - Originals Sidney Charles/Bass Loops/SM_SC_127_F#_Glue_Bass.wav,house,loop,Bass Loops
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Drum Loops/TWHS_HGE1_FULL_LOOP_3_144BPM.wav,techno,loop,Drum Loops
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Drum Loops/TWHS_HGE1_FULL_LOOP_5_143BPM.wav,techno,loop,Drum Loops
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Drum Loops/TWHS_HGE1_FULL_LOOP_17_144BPM.wav,techno,loop,Drum Loops
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Drum Loops/TWHS_HGE1_FULL_LOOP_24_145BPM.wav,techno,loop,Drum Loops
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Drum Loops/TWHS_HGE1_FULL_LOOP_13_145BPM.wav,techno,loop,Drum Loops
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Drum Loops/TWHS_HGE1_FULL_LOOP_2_145BPM.wav,techno,loop,Drum Loops
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Drum Loops/TWHS_HGE1_FULL_LOOP_19_145BPM.wav,techno,loop,Drum Loops
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Drum Loops/TWHS_HGE1_FULL_LOOP_14_145BPM.wav,techno,loop,Drum Loops
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Drum Loops/TWHS_HGE1_FULL_LOOP_8_145BPM.wav,techno,loop,Drum Loops
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Drum Loops/TWHS_HGE1_FULL_LOOP_10_144BPM.wav,techno,loop,Drum Loops
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Drum Loops/TWHS_HGE1_FULL_LOOP_9_144BPM.wav,techno,loop,Drum Loops
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Drum Loops/TWHS_HGE1_FULL_LOOP_22_144BPM.wav,techno,loop,Drum Loops
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Drum Loops/TWHS_HGE1_FULL_LOOP_4_144BPM.wav,techno,loop,Drum Loops
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Drum Loops/TWHS_HGE1_FULL_LOOP_21_144BPM.wav,techno,loop,Drum Loops
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Drum Loops/TWHS_HGE1_FULL_LOOP_25_145BPM.wav,techno,loop,Drum Loops
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Drum Loops/TWHS_HGE1_FULL_LOOP_12_145BPM.wav,techno,loop,Drum Loops
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Drum Loops/TWHS_HGE1_FULL_LOOP_7_144BPM.wav,techno,loop,Drum Loops
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Drum Loops/TWHS_HGE1_FULL_LOOP_23_144BPM.wav,techno,loop,Drum Loops
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Drum Loops/TWHS_HGE1_FULL_LOOP_1_145BPM.wav,techno,loop,Drum Loops
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Drum Loops/TWHS_HGE1_FULL_LOOP_16_142BPM.wav,techno,loop,Drum Loops
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Drum Loops/TWHS_HGE1_FULL_LOOP_18_145BPM.wav,techno,loop,Drum Loops
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Drum Loops/TWHS_HGE1_FULL_LOOP_20_143BPM.wav,techno,loop,Drum Loops
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Drum Loops/TWHS_HGE1_FULL_LOOP_15_145BPM.wav,techno,loop,Drum Loops
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Drum Loops/TWHS_HGE1_FULL_LOOP_6_143BPM.wav,techno,loop,Drum Loops
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Drum Loops/TWHS_HGE1_FULL_LOOP_11_144BPM.wav,techno,loop,Drum Loops
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Bass Loops (Normal)/TWHS_HGE1_BASS_LOOP_09_144BPM_Em.wav,techno,loop,Bass Loops (Normal)
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Bass Loops (Normal)/TWHS_HGE1_BASS_LOOP_12_144BPM_D#m.wav,techno,loop,Bass Loops (Normal)
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Bass Loops (Normal)/TWHS_HGE1_BASS_LOOP_08_144BPM_Gm.wav,techno,loop,Bass Loops (Normal)
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Bass Loops (Normal)/TWHS_HGE1_BASS_LOOP_06_144BPM_Gm.wav,techno,loop,Bass Loops (Normal)
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Bass Loops (Normal)/TWHS_HGE1_BASS_LOOP_10_144BPM_Em.wav,techno,loop,Bass Loops (Normal)
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Bass Loops (Normal)/TWHS_HGE1_BASS_LOOP_03_144BPM_Em.wav,techno,loop,Bass Loops (Normal)
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Bass Loops (Normal)/TWHS_HGE1_BASS_LOOP_05_144BPM_Gm.wav,techno,loop,Bass Loops (Normal)
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Bass Loops (Normal)/TWHS_HGE1_BASS_LOOP_11_144BPM_Fm.wav,techno,loop,Bass Loops (Normal)
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Bass Loops (Normal)/TWHS_HGE1_BASS_LOOP_01_144BPM_Gm.wav,techno,loop,Bass Loops (Normal)
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Bass Loops (Normal)/TWHS_HGE1_BASS_LOOP_20_145BPM_F#m.wav,techno,loop,Bass Loops (Normal)
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Bass Loops (Normal)/TWHS_HGE1_BASS_LOOP_13_145BPM_D#m.wav,techno,loop,Bass Loops (Normal)
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Bass Loops (Normal)/TWHS_HGE1_BASS_LOOP_14_145BPM_D#m.wav,techno,loop,Bass Loops (Normal)
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Bass Loops (Normal)/TWHS_HGE1_BASS_LOOP_15_145BPM_D#m.wav,techno,loop,Bass Loops (Normal)
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Bass Loops (Normal)/TWHS_HGE1_BASS_LOOP_07_144BPM_Gm.wav,techno,loop,Bass Loops (Normal)
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Bass Loops (Normal)/TWHS_HGE1_BASS_LOOP_17_144BPM_Fm.wav,techno,loop,Bass Loops (Normal)
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Bass Loops (Normal)/TWHS_HGE1_BASS_LOOP_02_145BPM_D#m.wav,techno,loop,Bass Loops (Normal)
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Bass Loops (Normal)/TWHS_HGE1_BASS_LOOP_18_145BPM_F#m.wav,techno,loop,Bass Loops (Normal)
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Bass Loops (Normal)/TWHS_HGE1_BASS_LOOP_19_145BPM_F#m.wav,techno,loop,Bass Loops (Normal)
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Bass Loops (Normal)/TWHS_HGE1_BASS_LOOP_16_145BPM_D#m.wav,techno,loop,Bass Loops (Normal)
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Bass Loops (Normal)/TWHS_HGE1_BASS_LOOP_04_145BPM_D#m.wav,techno,loop,Bass Loops (Normal)
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Buildups/TWHS_HGE1_BUILDUP_06_144BPM.wav,techno,other,Buildups
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Buildups/TWHS_HGE1_BUILDUP_02_144BPM.wav,techno,other,Buildups
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Buildups/TWHS_HGE1_BUILDUP_07_144BPM.wav,techno,other,Buildups
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Buildups/TWHS_HGE1_BUILDUP_09_145BPM.wav,techno,other,Buildups
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Buildups/TWHS_HGE1_BUILDUP_04_145BPM.wav,techno,other,Buildups
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Buildups/TWHS_HGE1_BUILDUP_05_144BPM.wav,techno,other,Buildups
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Buildups/TWHS_HGE1_BUILDUP_01_145BPM.wav,techno,other,Buildups
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Buildups/TWHS_HGE1_BUILDUP_10_145BPM.wav,techno,other,Buildups
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Buildups/TWHS_HGE1_BUILDUP_08_144BPM.wav,techno,other,Buildups
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Buildups/TWHS_HGE1_BUILDUP_03_143BPM.wav,techno,other,Buildups
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Fills/TWHS_HGE1_FILL_29_145BPM.wav,techno,loop,Fills
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Fills/TWHS_HGE1_FILL_2_145BPM.wav,techno,loop,Fills
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Fills/TWHS_HGE1_FILL_24_145BPM.wav,techno,loop,Fills
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Fills/TWHS_HGE1_FILL_13_145BPM.wav,techno,loop,Fills
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Fills/TWHS_HGE1_FILL_16_145BPM.wav,techno,loop,Fills
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Fills/TWHS_HGE1_FILL_21_145BPM.wav,techno,loop,Fills
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Fills/TWHS_HGE1_FILL_30_145BPM.wav,techno,loop,Fills
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Fills/TWHS_HGE1_FILL_7_145BPM.wav,techno,loop,Fills
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Fills/TWHS_HGE1_FILL_11_145BPM.wav,techno,loop,Fills
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Fills/TWHS_HGE1_FILL_26_145BPM.wav,techno,loop,Fills
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Fills/TWHS_HGE1_FILL_8_145BPM.wav,techno,loop,Fills
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Fills/TWHS_HGE1_FILL_23_145BPM.wav,techno,loop,Fills
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Fills/TWHS_HGE1_FILL_14_145BPM.wav,techno,loop,Fills
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Fills/TWHS_HGE1_FILL_5_145BPM.wav,techno,loop,Fills
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Fills/TWHS_HGE1_FILL_19_145BPM.wav,techno,loop,Fills
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Fills/TWHS_HGE1_FILL_17_145BPM.wav,techno,loop,Fills
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Fills/TWHS_HGE1_FILL_20_145BPM.wav,techno,loop,Fills
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Fills/TWHS_HGE1_FILL_6_145BPM.wav,techno,loop,Fills
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Fills/TWHS_HGE1_FILL_28_145BPM.wav,techno,loop,Fills
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Fills/TWHS_HGE1_FILL_3_145BPM.wav,techno,loop,Fills
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Fills/TWHS_HGE1_FILL_25_145BPM.wav,techno,loop,Fills
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Fills/TWHS_HGE1_FILL_12_145BPM.wav,techno,loop,Fills
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Fills/TWHS_HGE1_FILL_9_145BPM.wav,techno,loop,Fills
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Fills/TWHS_HGE1_FILL_22_145BPM.wav,techno,loop,Fills
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Fills/TWHS_HGE1_FILL_15_145BPM.wav,techno,loop,Fills
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Fills/TWHS_HGE1_FILL_4_145BPM.wav,techno,loop,Fills
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Fills/TWHS_HGE1_FILL_18_145BPM.wav,techno,loop,Fills
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Fills/TWHS_HGE1_FILL_1_145BPM.wav,techno,loop,Fills
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Fills/TWHS_HGE1_FILL_10_145BPM.wav,techno,loop,Fills
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Fills/TWHS_HGE1_FILL_27_145BPM.wav,techno,loop,Fills
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Bass Loops (Rumbles)/TWHS_HGE1_RUMBLE_LOOP_04_144BPM.wav,techno,loop,Bass Loops (Rumbles)
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Bass Loops (Rumbles)/TWHS_HGE1_RUMBLE_LOOP_07_143BPM.wav,techno,loop,Bass Loops (Rumbles)
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Bass Loops (Rumbles)/TWHS_HGE1_RUMBLE_LOOP_03_142BPM.wav,techno,loop,Bass Loops (Rumbles)
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Bass Loops (Rumbles)/TWHS_HGE1_RUMBLE_LOOP_08_143BPM.wav,techno,loop,Bass Loops (Rumbles)
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Bass Loops (Rumbles)/TWHS_HGE1_RUMBLE_LOOP_05_143BPM.wav,techno,loop,Bass Loops (Rumbles)
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Bass Loops (Rumbles)/TWHS_HGE1_RUMBLE_LOOP_06_143BPM.wav,techno,loop,Bass Loops (Rumbles)
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Bass Loops (Rumbles)/TWHS_HGE1_RUMBLE_LOOP_09_145BPM.wav,techno,loop,Bass Loops (Rumbles)
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Bass Loops (Rumbles)/TWHS_HGE1_RUMBLE_LOOP_10_145BPM.wav,techno,loop,Bass Loops (Rumbles)
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Bass Loops (Rumbles)/TWHS_HGE1_RUMBLE_LOOP_02_140BPM.wav,techno,loop,Bass Loops (Rumbles)
SMALL_SAMPLES/techno_TWHS - Hard Groove Essentials (Vol. 1)/Bass Loops (Rumbles)/TWHS_HGE1_RUMBLE_LOOP_01_145BPM.wav,techno,loop,Bass Loops (Rumbles)
SMALL_SAMPLES/dnb_KAN Liquid Rollers Vol.1/Piano & Rhodes Music Loops/KLR1_B_174_Musicloop_11_(B-F#-D#-E).wav,dnb,loop,Piano & Rhodes Music Loops
SMALL_SAMPLES/dnb_KAN Liquid Rollers Vol.1/Piano & Rhodes Music Loops/KLR1_E_174_Musicloop_32_(E-A).wav,dnb,loop,Piano & Rhodes Music Loops
SMALL_SAMPLES/dnb_KAN Liquid Rollers Vol.1/Piano & Rhodes Music Loops/KLR1_A_174_Musicloop_02_(A_D).wav,dnb,loop,Piano & Rhodes Music Loops
SMALL_SAMPLES/dnb_KAN Liquid Rollers Vol.1/Piano & Rhodes Music Loops/KLR1_E_174_Musicloop_29_(E-C-A).wav,dnb,loop,Piano & Rhodes Music Loops
SMALL_SAMPLES/dnb_KAN Liquid Rollers Vol.1/Piano & Rhodes Music Loops/KLR1_C#_174_Musicloop_17.wav,dnb,loop,Piano & Rhodes Music Loops
SMALL_SAMPLES/dnb_KAN Liquid Rollers Vol.1/Piano & Rhodes Music Loops/KLR1_D_174_Musicloop_20_(D-C).wav,dnb,loop,Piano & Rhodes Music Loops
SMALL_SAMPLES/dnb_KAN Liquid Rollers Vol.1/Piano & Rhodes Music Loops/KLR1_C#_174_Musicloop_16.wav,dnb,loop,Piano & Rhodes Music Loops
SMALL_SAMPLES/dnb_KAN Liquid Rollers Vol.1/Piano & Rhodes Music Loops/KLR1_E_174_Musicloop_27_(E-G).wav,dnb,loop,Piano & Rhodes Music Loops
SMALL_SAMPLES/dnb_KAN Liquid Rollers Vol.1/Piano & Rhodes Music Loops/KLR1_A_174_Musicloop_06_(A-G-D).wav,dnb,loop,Piano & Rhodes Music Loops
